126	Sanmenxia	1960	106	9640000	799000	CIH	0	0	111.375	34.875
127	Karakaya	1987	173	9580000	298000	H	0	0	39.125	38.125
128	Dongjiang	1992	157	9200000	0	HC	0	0	113.375	25.875
129	Fengman	1941	146	9170000	124000	HC	0	0	126.875	43.625
130	Srisailam	1981	145	8722000	616400	H	0	0	78.875	16.125
131	Iguazu	1972	43	8400000	407000	C	0	0	-54.875	-25.375
132	Zhelin	1972	64	7920000	415600	CIH	0	0	115.375	29.125
133	Lagdo	1983	40	7800000	800000	IC	0	0	13.625	9.125
134	Promissao	1975	52	7408000	58500	C	0	0	-49.625	-21.375
135	Karkheh	2001	127	7300000	169600	HIC	0	0	48.125	32.375
136	Nam_Ngum	1972	75	7030000	370000	H	0	0	102.625	18.625
137	Shiroro	1984	125	7000000	312000	H	0	0	6.875	10.125
138	Salto_Santiago	1980	80	6780000	208000	H	0	0	-52.625	-25.625
139	Sheksna	1941	34	6500000	1670000	H	0	0	38.375	59.125
140	Almatti	2005	49	6430000	190000	IH	0	0	75.875	16.375
141	Ertan	2000	240	6200000	116400	H	0	0	101.625	26.875
142	Marimbondo	1975	94	6150000	438000	H	0	0	-49.125	-20.375
143	Liujiaxia	1968	147	6120000	141000	HIC	0	0	103.375	36.125
144	Foz_do_Areia	1980	160	6100000	142000	H	0	0	-51.625	-26.125
145	Itezhi_Tezhi	1978	70	5700000	400000	H	0	0	26.125	-15.875
146	Baishan	1986	146	5320000	12400	HC	0	0	127.125	42.625
147	La_Vueltosa	1994	118	5300000	154000	C	0	0	-71.375	7.625
148	Acaray_Iguazu	1972	41	4290000	432000	H	0	0	-54.625	-25.375
149	Wuqiangxi	1996	88	4200000	170000	HIC	0	0	110.875	28.875
150	Dartmouth	1979	180	4057000	63000	IHSC	0	0	147.625	-36.625
151	Jupia	1968	43	3680000	241000	H	0	0	-51.625	-20.875
152	Thein	2000	47	3670000	83000	IH	0	0	75.625	32.375
153	Zhexi	1962	104	3656000	170000	HC	0	0	111.125	28.375
154	Jebra	1984	40	3600000	360000	H	0	0	4.875	9.125
155	Salto_Caxias	1999	67	3573000	141000	C	0	0	-53.375	-25.625
156	Thaphanseik	2001	33	3550000	0	IH	0	0	95.375	23.375
157	Tehri	2006	261	3540000	42000	IS	0	0	78.375	30.375
158	Jebel_Aulia	1937	22	3500000	1220000	IH	0	0	32.375	15.125
159	Samuel	1989	38	3493000	56000	C	0	0	-63.375	-8.625
160	Bocono_Tucupido	1988	80	3484900	124700	C	0	0	-70.125	8.875
161	Dez	1962	203	3460000	65000	IH	0	0	48.375	32.625
162	Geheyan	1994	151	3400000	72000	HC	0	0	111.125	30.375
163	Dniepr	1932	62	3320000	410000	HIS	0	0	35.125	47.875
164	Karoon	1976	200	3140000	54800	IH	0	0	49.625	32.125
165	Sanford	1965	69	3002600	66400	C	0	0	-101.625	35.625
166	Segredo	1992	140	3000000	81000	H	0	0	-52.125	-25.875
167	Derbendikhan	1961	128	3000000	114000	IHC	0	0	45.625	35.125
